fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.5
O00311_pIC50	6
O00329_pIC50	72
O00408_pIC50	2
O00519_pIC50	21
O00519_pKi	17
O00763_pIC50	15
O00767_pIC50	21
O14672_pIC50	4
O14684_pIC50	74
O14746_pEC50	9
O14746_pIC50	17
O14757_pEC50	11
O14757_pIC50	83
O14757_pKi	9
O14842_pEC50	45
O14920_pIC50	54
O14939_pIC50	34
O14965_pIC50	47
O14965_pKi	4
O15111_pIC50	30
O15120_pIC50	10
O15379_pIC50	34
O15530_pIC50	38
O15552_pIC50	16
O43193_pEC50	3
O43193_pKi	4
O43318_pIC50	2
O43353_pIC50	15
O43497_pIC50	11
O43526_pEC50	16
O43570_pKi	54
O43613_pEC50	6
O43613_pIC50	29
O43613_pKi	13
O43614_pEC50	11
O43614_pIC50	24
O43614_pKd	2
O43614_pKi	15
O60218_pIC50	17
O60341_pIC50	8
O60341_pKi	5
O60674_pIC50	61
O60674_pKi	36
O60725_pIC50	38
O60755_pIC50	14
O60885_pIC50	16
O60911_pIC50	20
O75116_pIC50	43
O75173_pIC50	28
O75460_pIC50	41
O75469_pEC50	18
O75762_pEC50	8
O75762_pIC50	12
O75907_pIC50	46
O75908_pIC50	3
O76074_pIC50	51
O94925_pIC50	40
O95136_pIC50	8
O95399_pEC50	2
O95749_pIC50	4
O95822_pIC50	24
O95977_pEC50	25
O95977_pIC50	10
O96017_pIC50	17
P00374_pIC50	38
P00374_pKi	14
P00488_pIC50	4
P00491_pIC50	6
P00491_pKi	16
P00519_pEC50	4
P00519_pIC50	70
P00519_pKd	7
P00519_pKi	26
P00533_pIC50	75
P00533_pKi	3
P00734_pIC50	95
P00734_pKi	54
P00740_pKi	7
P00742_pIC50	25
P00742_pKi	73
P00747_pIC50	13
P00747_pKi	20
P00748_pIC50	6
P00748_pKi	11
P00749_pIC50	11
P00749_pKi	23
P00750_pIC50	6
P00750_pKi	21
P00797_pIC50	48
P00797_pKi	14
P00915_pIC50	6
P00915_pKd	3
P00915_pKi	62
P00918_pIC50	15
P00918_pKd	39
P00918_pKi	64
P01375_pIC50	37
P03372_pEC50	63
P03372_pIC50	78
P03372_pKi	23
P03951_pIC50	29
P03951_pKi	9
P03952_pKi	7
P03956_pIC50	51
P03956_pKi	57
P04035_pIC50	17
P04054_pIC50	6
P04062_pIC50	19
P04062_pKi	9
P04150_pEC50	34
P04150_pIC50	30
P04150_pKi	22
P04278_pKd	6
P04626_pIC50	27
