fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.5
O00141_pIC50	-0.137358
O00142_pIC50	-0.06262
O00182_pKd	-1.004992
O00311_pIC50	0.132591
O00329_pIC50	0.4981055
O00329_pKi	0.3245615
O00400_pIC50	-0.373108
O00408_pIC50	0.792577
O00444_pIC50	0.150626
O00487_pIC50	-0.1331195
O00519_pIC50	0.6526735
O00519_pKi	0.425451
O00748_pIC50	-1.3236155
O00748_pKi	-0.2845775
O00763_pIC50	0.4656885
O00767_pIC50	0.283584
O14672_pIC50	0.754219
O14684_pIC50	0.627887
O14727_pIC50	0.178828
O14744_pIC50	-1.1824185
O14746_pEC50	0.3529575
O14746_pIC50	0.439947
O14757_pEC50	0.2508135
O14757_pIC50	0.463791
O14757_pKi	0.534889
O14763_pEC50	-0.242498
O14786_pIC50	0.069788
O14842_pEC50	0.4472515
O14842_pIC50	-0.814984
O14842_pKi	-0.176341
O14920_pIC50	0.6111935
O14920_pKi	0.002265
O14939_pIC50	0.3006565
O14965_pIC50	0.5281305
O14965_pKd	-0.3709975
O14965_pKi	0.5232415
O14976_pKd	-0.3018635
O15054_pIC50	-0.6124115
O15111_pIC50	0.533712
O15120_pIC50	0.0916635
O15164_pIC50	-0.182148
O15229_pIC50	0.0207825
O15245_pIC50	-0.781231
O15305_pIC50	-1.3201255
O15379_pIC50	0.5723145
O15382_pIC50	0.006047
O15492_pEC50	-0.5912265
O15530_pIC50	0.650748
O15552_pIC50	0.456231
O15554_pIC50	0.3995695
O43174_pIC50	0.4061365
O43193_pEC50	-0.2066375
O43193_pKi	0.160938
O43194_pEC50	0.3166015
O43318_pIC50	0.3463165
O43353_pIC50	0.319825
O43451_pIC50	0.258253
O43497_pIC50	0.479964
O43521_pEC50	-0.2232515
O43526_pEC50	0.1785495
O43570_pIC50	-6.6690485
O43570_pKd	-0.5306265
O43570_pKi	0.583087
O43603_pIC50	-4.2564975
O43613_pEC50	0.645078
O43613_pIC50	0.5068535
O43613_pKd	-1.0601275
O43613_pKi	0.503614
O43614_pEC50	0.7832945
O43614_pIC50	0.3184655
O43614_pKd	-0.445414
O43614_pKi	0.325345
O60218_pIC50	0.492504
O60240_pIC50	-0.0159565
O60341_pIC50	0.5555275
O60341_pKi	0.3784915
O60502_pKi	0.3776785
O60563_pIC50	0.25108
O60563_pKi	-0.126938
O60674_pIC50	0.475817
O60674_pKi	0.2355545
O60706_pEC50	-2.6795855
O60725_pIC50	0.6618675
